source	target
CHORON KI BARAAT	चोरों की बारात
SONYA	सोनिया
FAIZABAD	फ़ैज़ाबाद
BHARATNATYAM	भरतनाट्यम
COMMON BETE	कॉमन बेटे
ROBERT MITCHAM	रॉबर्ट मिटचॅम
DRAFTS	ड्राफ्ट्‍स
FREDERICK	फ़्रेड्रिक
DAVID MURRAY	डेविड मुर्रे
VIBHOOSHAN	विभूषण
PAAP KI KAMAI	पाप की कमाई
BOMMIDI	बॉम्मिदी
NAFIAH	नफीयाह
ROBBIE HART	रॉबी हार्ट
PIYA GHAR AJA	पिया का घर
MANIKUNTALA	मणिकुंतला
BANK MANAGER	बैंक मैनेजर
THATCHER	थैचर
HAMEN KHELNE DO	हमें खेलने दो
MAIDA	मैडा
KORYAK	कोर्याक
AAMOD	आमोद
CHIYODA	चियोदा
SIGMUND FREUD	सिगमंड फ़्रुड
KUNTAA	कुंता
AADITYKESHAV	आदित्यकेशव
ATMAJA	आत्मजा
MANMANI	मनमानी
Giulia	गिउलिआ
SATISH GUJRAL	स‍तीश गुजराल
THREE HUNDREED DAYS AFTER	थ्री हंडरेज डेज़ आफ्टर
SEWNARINE CHATTERGOON	सिवनारायन चैटरगून
ANOKHA MILAN	अनोखा मिलन
ALAKNANDAA	अलकनंदा
NORTHAMPTON UNIVERSITY COLLEGE	नार्थएंपटन यूनिवर्सिटी कॉलेज
BECKHAM	बेकहैम
CHIHUAHUAN	चिहूआहूअन
SIDHDESHVAREE	सिद्धेश्वरी
BISHNATHGANJ	बिशनाथगंज
PYAR JHUKTA NAHIN	प्यार झुकता नहीं
ZAMPONA	ज़ैंपोना
AYE MILAN KI BELA	आई मिलन की बेला
BHATTU	भट्‍टु
DISA	दिसा
EISA	ईज़ा
Sayyidah	सईदाह
DHANOA	धनोआ
KATADARE	काटदरे
FORT SAINT JOSEPH	फोर्ट सेंट जोसफ
NALDURG	नलदुर्ग
PALLAB	पल्लब
ABDUL HALIM	अब्दुल हलीम
AGAR TUM NA HOTE	अगर तुम न होते
ZAKIR HASAN	ज़ाकिर हसन
RAKHI KI SAUGANDH	राखी की सौगंध
ABDUL MAALIK	अब्दुल मालिक
PREM SANGEET	प्रेम संगीत
Fancy	फैंसी
BILASPUR ROAD	बिलासपुर रोड
AANANDAMAYEE	आनंदमयी
SHAIR	शायर
DILRUBA	दिलरुबा
GURUDWARA BETMA SAHIB	गुरूद्वारा बेटमा साहिब
SIDONIE	सिडोनी
DAVIS MUSEUM AND CULTURAL ART	डेव‍िस म्युज़ियम एण्ड कल्चरल आर्ट
MICHELLE NOSTRADUM	मिशेल नॉस्ट्रेडमस
CARDEA	कार्डिया
KENOSHA BIBLE	केनोशा बायबल
CLARAL	क्लैरल
MAHOTSAAH	महोत्साह
JUNGLEE	जंगली
Badagara	बदागरा
KATRINA	कैटरीना
NAGEENAH	नगीना
OBAID	ओबैद
RAVIPRIY	रविप्रिय
RAHABAR	रहबर
SAINT GOBAIN	सेंट गॉबेन
TRIXIE	ट्रिक्सी
MADONNA	मेडोना
RHONDA	रोंडा
YOGITA	योगिता
DHARANGAON	धरनगांव
ALIBAGH	अलीबाग
GEORGE LUCAS	जॉर्ज लुकास
Yashavant	यशवंत
NABHA	नाभा
NATIONAL WAX MUSEUM	नेशनल वैक्स म्युज़ियम
MALPASSET DAM	मैल्पसेट डैम
ADDAN	अड्डण
MILES FRANKLIN AWARD	माइल्स फ्रेंकलिन अवार्ड
HAATHI MERE SAATHI	हाथी मेरे साथी
AAP KA PYAR	आप का प्यार
AMERICAN ACADEMY OF ARTS AND LETTERS FICTION AWARD	अमेरिकन अकेडमी ऑफ आर्ट्‍स एण्ड लेटर्स फिक्शन अवार्ड
SHUBHANG	शुभांग
HISHAM	हिशाम
MURAAREE	मुरारी
Freed	फ्रीड
Saeed	सईद
COMMONWEALTH	कॉमनवेल्थ
BEHAN	बहन
DOUST	डॉस्ट
JOHN JAMESON	जॉन जेम्सन
Caspian	कास्पियन
SILSILA	सिलसिला
RUDY	रुडी
SUDHAAKAR	सुधाकर
ANITRA	अनित्रा
JAREER	जरीर
EK GUNAH AUR SAHI	एक गुनाह और सही
SERENO	सेरेनो
DACHIGAM	दाचीगम
NEELAM PARI	नीलम परी
ROHAN GAVASKAR	रोहन गावस्कर
Dimple	डिंपल
NEW FOUNDLAND	न्यू फाउंडलैंड
PHIL JAQUES	फिल जैक्स
Bildi	बिलदी
TAWQEER	तौकीर
ADHOKSHAJ	अधोक्षज
JABEEN	जबीन
FLORINA MUSEUM OF MODERN ART	फ्लोर‍िना म्युज़ियम ऑफ मॉडर्न आर्ट
SIDI AHMED AL-TIDJANI	सिदी अहमद अल-तिद्जानी
SAROLKAR	सारोलकर
SAMAR	समर
CHHATWAL	छटवाल
DANIYAWAN BAZAR	दनियावान बाज़ार
NIRBHAY	निर्भय
DEPALSAR	देपलसर
PANDHER	पंढ़ेर
BAKHTIYARPUR JUNCTION	बख्तियारपुर जंक्शन
RAAT KE RAHI	रात के राही
EUSTACIA	यूस्टेसिया
KATHIRAH	कथिराह
GILBERT	गिल्बर्ट
INTEQAM KI AAG	इंतिक़ाम की आग
AAMER MALIK	आमेर मलिक
RANGANATH	रंगनाथ
BOLARUM	बोलारम
SHARIF DAKU	शरीफ डाकू
DAYAMAYEE	दयामयी
MYRILLA	मायरिला
Asaoti	असौती
MALAYSIA	मलेशिया
BHINWALIYA	भिनवालिया
LONDON HEATHROW	लंदन हीथ्रो
OPHIRA	ओफिरा
DAAMIN	दामिन
CHUBU ELECTRIC POWER	शुब इलेक्ट्रिक पॉवर
BADE DILWALA	बड़े दिलवाला
CENTURY SANGBAD	सेंच्युरी संगबद
SADAGOPPAN RAMESH	सदागोप्पन रमेश
LUXEMBOURG CITY	लक्ज़ेम्बर्ग सिटी
PUJARI	पुजारी
SUBEX SYSTEMS	सुबेक्स सिस्टम्स
TAJ MAHAL	ताज महल
KALI GANGA	काली गंगा
DICK GREGORY	डिक ग्रीगोरी
TIMBE	टिंबे
Rhine	राइन
MIKE ATHERTON	माइक एथर्टन
RYAN HINDS	रियान हिन्ड्‍स
RAAJIV	राजीव
SAIBAH	सैबाह
KALEA	कैलिया
KALTHAM	कल्थम
ANIRUDHA	अनिरुद्ध
MARGAUX	मारगौक्स
MAITREYA	मैत्रेय
MAIN HOON JADUGAR	मैं हूँ जादूगर
BONGAIGAON	बॉन्गाईगांव
AANKHON DEKHI	आँखों देखी
RAAJAMANI	राजमणि
Araguaia	आरगुआइआ
LAKHPATI	लखपति
ARPITAA	अर्पिता
FIGHTER SHEILA	फाइटर शीला
JAGRITI	जागृति
SHAW PRIZE	शॉ प्राइज़
MARK TWAIN	मार्क ट्वेन
CYCLEWALI	सायकलवाली
MEL BROOKS	मॅल ब्रुक्स
DAKU AUR MAHATMA	डाकू और महात्मा
LALITCHANDRA	ललितचंद्र
BRIAN MURPHY	ब्रायन मर्फी
BAMBA	बैंबा
ALLAN BORDER MEDAL	एलन बोर्डर मेडल
JACQUI	जैकी
SANCHI STUPA	सांची स्तूप
IRRISISTIBLE	इर्रेरिस्टेबल
TUNIS	ट्यूनिस
BAMBI	बैम्बी
EK SHOLA	एक शोला
MUSEUM OF THE CITY OF NEW YORK	म्युज़ियम ऑफ द स‍िट‍ी ऑफ न्यू यॉर्क
ERNESETTLE FORT	अर्नसेटल फोर्ट
BOLERO SON	बॉलेरो सन
DHOLI	धोली
ACHALESWAR	अचलेश्वर
HADIYAH	हदियाह
MAI BAAP	माई बाप
LAWRENCE	लॉरेंस
ALI HUJWIRI	अली हुज्वीरी
NOOR JAHAN	नूर जहाँ
SAVANNAH	सवान्ना
BHACHAU	भचउ
KHALISAH	खलिसाह
KING PHILIP'S WAR	किंग फिलिप्स वार
PARTH	पार्थ
PREET	प्रीत
KAILASHNATH	कैलाशनाथ
Tress	ट्रेसी
TRULY	ट्रूली
WILLEM	विलेम
AZAADEH	अज़ादेह
LOWELL	लोवेल
ABHINBHAAS	अभिनभास
HEMPSTEAD	हेम्पस्टेड
AJGAIN	अज्गेन
Benazir	बेनज़ीर
JONE REVERSE	जोन रिवर्स
PYAR KA TOOFAN	प्यार का तूफान
Arivumani	अरिवुमणि
CATHERINE ZETA - JONES	कैथरीन ज़ेटा-जोन्स
DISCO DANCER	डिस्को डांसर
MASHOOQA	माशूका
LUMINA	ल्यूमिना
BELFAST	बेलफास्ट
Apollo	अपोलो
ABDUL MUJEEB	अब्दुल मुजीब
Aparna	अपर्णा
VITANKAR	विटणकर
DOYEL	दोयल
NUMA	नुमा
BHARATI	भारती
HOLLYBOURNE	हॉलीबॉर्न
MUNJAL SHOWA	मुंजल शोवा
MALDA	मालदा
PYRENEES	पायरेनीस
MADIHAH	मदिहाह
COSMO	कोस्मो
GOLDEN BEAR	गोल्डन बीयर
URDHVARESHE	उर्ध्वरेशे
FORT INDEPENDENCE	फोर्ट इंडिपेंडेन्स
AMOL	अमोल
SYMONA	सिमोना
Malkin	मालकिन
SAMAJ KO BADAL DALO	समाज को बदल डालो
Vedavatee	वेदवती
CHERI	चेरी
HUM HAIN LAJAWAB	हम हैं लाजवाब
UNIVERSITY OF HUDDERSFIELD	यूनिवर्सिटी ऑफ हडर्सफील्ड
DABHOI JUNCTION	दभोई जंक्शन
AASRA	आसरा
RADI	रादी
Woolworths	वूलवर्थ्स
HALIMUN	हालिमन
NESTOR	नेस्टर
MAYILADUTURAI	मइलादुतुराई
Balwara	बलवारा
SELIMA	सेलिमा
PANAMA CANAL	पनामा केनाल
GAJEN_DR	गजेन्द्र
VAACHIKAA	वाचिका
AIR FRANCE KLM GROUP	एयर फ़्रांस केएलएम ग्रुप
CADI	कैडी
DEZSO	देज़्सो
KUSAGRA	कुशाग्र
FADI	फैदी
MEKHALIN	मेखलिन
BOMBAY RAAT KI BAHON MEIN	बॉम्बे रात की बाहों में
Kerryn	केरीन
ANJUSHRI	अंजुश्री
CHATE	चाटे
SEEMAANT	सीमांत
FORT SAINT JOHN	फोर्ट सेंट जॉन
WAR OF THE GRAND ALLIANCE	वार ऑफ द ग्रैंड अलाएंस
BRIAN	ब्रायन
WOODROW	वुड्रो
HARI DARSHAN	हरि दर्शन
GOLDEN GATE HIGHLANDS	गोल्डन गेट हाईलैंड्स
MACUMBO	मैकूंबा
ARCELOR	आर्सेलर
NAUGHTY BOY	नॉटी बॉय
ATHABASCA	अथाबास्का
SARISKA	सरिस्का
ARVI	अर्वी
GYMNASTICS	जिमनास्टिक्स
KAUMUDI	कौमुदी
MARRIAGE BUREAU	मैरेज ब्यूरो
GOLF	गोल्फ
IPHIGENIE	इफिजेनी
MAJOR LEAGUE LACROSSE DEFENSIVE PLAYER OF THE YEAR AWARD	मेजर लीग लैक्रोस डिफेंसिव प्लेयर ऑफ द ईयर अवार्ड
OALKAR	ओलकर
DINESH KARTHIK	दिनेश कार्तिक
MENARD	मेनार्ड
MITHRA WETTIMUNY	मिथ्रा वेट्टीमुनी
SHIN SHINAKI BABLA BOO	शिन शिनाकी बबला बू
CORKETT	कॉर्केट
RUTHENIUM	रूथेनियम
AMERICAN INTERNATIONAL BUILDING	अमेरिकन इंटरनेशनल बिल्डिंग
AVADHI	अवधि
SAIFUN SEMICONDUCTORS	सेफ़न सेमीकंडक्टर्स
VAN	वन
KAHF HOTI	काफ़ होटी
BAKHSHI	बख्शी
Sajili	सजीली
ZANDRA	ज़ैंड्रा
SHAW WALLACE	शॉ वैलेस
CHANDRAN	चंद्रन
PIR	पीर
AAN	आन
Kolkata	कोलकाता
RAKHI	राखी
TAHOOR	तहूर
Highlands	हाईलैंड्स
ELLISON	एलिसन
Naren_dar	नरेन्दर
FORT DE KOCK	फोर्ट डे कॉक
KOSTAS FRONTZOS MUSEUM OF EPIRUS' FOLK ART	कोस्टस फ्रंटज़ॉस म्युज़ियम ऑफ एप‍िरस फोक आर्ट
CASCADA DE BASSASEACHI	कॅसकाडा डे बसासेची
JULIA CHILD	जुलिया चाइल्ड
SOMALIA	सोमालिआ
CALVERT	कैल्वर्ट
GAWAIYA	गवइया
MAYURESHWAR	मयूरेश्वर
CENTRAL BANK	सेंट्रल बैंक
MA'MUN	मैमून
SYLVANA	सिल्वेना
CHOPRA	चोपड़ा
QAMEER	कमीर
MINDY	मिंडी
JAWANI DIWANI	जवानी दीवानी
THE INTERNATIONAL ANDY AWARDS	द इंटरनेशनल एण्डी अवार्ड्‍स
BHEEGI PALKEN	भीगी पलकें
BARSI TOWN	बरसी टाउन
VIDYA VARDHAKA SANGHA HIGH SCHOOL, BANGALORE	विद्या वर्धक संघ हाई स्कूल, बैंगलोर
RAVISHANKAR	‍रविशंकर
SHRIMAYI	श्रीमयी
MINDO	मिंदो
SOMAKANTA	सोमकांता
ABDUL RAFEE	अब्दुल रफी
LANKAAPATI	लंकापति
SAU DIN SAAS KE	सौ दिन सास के
JOGEESHVAR	जोगीश्वर
MU'AWIYAH	मुआवियाह
BHAVALKAR	भवालकर
FLO	फ्लो
ACCOMMODATION TIMES	एकोमोडेशन टाइम्स
Pardesi	परदेसी
BEQASOOR	बेकसूर
COLLEGE GIRL	कॉलेज गर्ल
DOUGIE BROWN	डग ब्राउन
CHAMPAWAT	चम्पावत
Iceland	आइसलैंड
SHREE GANESH	श्री गणेश
SULALITA	सुललिता
CONSTELLATION ENERGY	कॉन्सटेलेशन एनर्जी
CHAHAL	चहल
SHEIKH SAID	शेख सईद
ARGENTINA	अर्जेन्टीना
KHANDANI	खानदानी
SAVAGE	सैवेज
MAYUR	मयूर
GACHHIPURA	गच्चीपुरा
MARK RICHARDSON	मार्क रिचर्डसन
FORT PITT	फोर्ट पिट
DIVYESH	दिव्येश
BEWAFA	बेवफ़ा
CALANTHA	कैलेंथा
BASRA	बसरा
TARUNA	तरुणा
SAPTAKOTESHWAR	सप्तकोटिश्वर
AAJ KI TAZA KHABAR	आज की ताज़ा खबर
MANORATHEE	मनोरथी
FATEHABAD JUNCTION	फतेहाबाद जंक्शन
SHAALEEN	शालीन
RAANI	रानी
BRUCE MEDAL	ब्रूस मेडल
THANJAVUR	तंजावुर
ASHA JYOTI	आशा ज्योती
RAAT ANDHERI THI	रात अंधेरी थी
CHAKRAVARTY RAJAGOPALACHARI	चक्रवर्ती राजगोपालाचारी
DUDHANI	दूधानी
Ziarre	ज़ियार
NAJDAH	नज्दा
MELINA	मेलिना
Yograj	योगराज
KHAGADIA	खगडिया
PRIMO	प्रिमो
FORT MICHILIMACKINAC	फोर्ट मिशीलिमेकीनैक
RAM LEELA	राम लीला
LANDLER	लैंडर
TOHANA	टोहाणा
SAN SABA	सैन साबा
SEEMAA	सीमा
VANDANA	वन्दना
ARIVARASU	अरिवरसु
YASHIMA	यशिमा
Chindwara	छिन्दवाडा
APOORV	अपूर्व
DEVAHUTI	देवाहुति
ADILAKSHMAN	आदिलक्ष्मण
BETTER ONLINE SOLUTIONS	बेटर ऑनलाइन सॉल्यूशंस
SEEMA	सीमा
ZIZI	ज़िज़ी
JACINTO	जसिंटो
PRAGUE RUZYNE	प्रग्यु रूज़िन
PARIKSHIT	परीक्षित
TATA INFOTECH	टाटा इंफ़ोटेक
SHAH E IRAN	शाह ए ईरान
Divjot	दिवजोत
AVALBANE	एवाल्बेन
AMBEKAR	आंबेकर
CHINA TECHFAITH WIRELESS COMMUNICATION TECHNOLOGY LIMITED	चाइना टेकफ़ेथ वायरलेस कम्युनिकेशन टेक्नोलॉजी लिमिटेड
MAN KA AANGAN	मन का आँगन
